title,release_year,location,lat,lng,fun_fact,production_company,distributor,director,writer,actor1,actor2,actor3
The Princess Diaries,2001,Fisherman's Wharf,37.8079996,-122.4177434,"Supposedly, Mikhail S. Gorbachev has said that his favorite part of visiting America was touring Fisherman's Wharf.",Walt Disney Pictures,Buena Vista Pictures,Garry Marshall,Gina Wendkos,Julie Andrews,Anne Hathway,
By Hook or By Crook,2001,"Department of Public Health (101 Grove Street at Polk, Civic Center)",37.7815533,-122.4156427,,Steakhaus Productions,Artistic License,Harriet Dodge & Silas Howard,Harriet Dodge & Silas Howard,Silas Howard,,Luther Adler
The Wedding Planner,2001,Grace Cathedral Episcopal Church (1100 California Street),37.7920733,-122.4134177,Grace Cathedral Episcopal Church is the West Coast's largest Episcopalian cathedral.,Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,
The Wedding Planner,2001,Pleasant Street at Taylor,37.793018,-122.4127482,,Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,Andy Garcia
The Wedding Planner,2001,Montgomery Street at Union Street,37.8010394,-122.4044855,,Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,Andy Garcia
Sweet November,2001,Christopher's Books (1400 18th Street),37.7627009,-122.3968332,,Warner Bros. Pictures,Warner Bros. Pictures,Pat O'Connor,Paul Yurick,Keanu Reeves,Charlize Theron,
Sweet November,2001,Blooms Saloon (18th Street between Missouri and Texas Streets),37.7583452,-122.3951754,,Warner Bros. Pictures,Warner Bros. Pictures,Pat O'Connor,Paul Yurick,Keanu Reeves,Charlize Theron,
The Wedding Planner,2001,Pier 7 (The Embarcadero),37.8001077,-122.3943664,,Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,Andy Garcia
The Sweetest Thing,2002,Golden Gate National Recreation Area,37.8345044,-122.5047922,The size of the Recreation Area is over two and a half greater than that of the city and county of San Francisco.,Columbia Pictures Corp.,Columbia Pictures,Roger Kumble,Nancy M. Pimental,Cameron Diaz,Christina Applegate,
Forty Days and Forty Nights,2002,"The Walden House, Buena Vista Park",37.7682033,-122.4417696,"Established in 1867, Buena Vista Park is the oldest official park in San Francisco.",Miramax Films,Miramax Films,Michael Lehmann,Robert Perez,Josh Hartnett,Shaynnyn Sossamon,
Cherish,2002,387 Fair Oaks at 25th Street,37.750608,-122.423581,,3 Ring Circus Films,Fine Line Features,Finn Taylor,Finn Taylor,Brad Hunt,Robin Tunney,Brian Cox
Forty Days and Forty Nights,2002,Café Trieste (609 Vallejo),37.7749295,-122.4194155,"Francis Ford Coppola allegedly wrote large portions of ""The Godfather"" trilogy in Café Trieste.",Miramax Films,Miramax Films,Michael Lehmann,Robert Perez,Josh Hartnett,Shaynnyn Sossamon,
High Crimes,2002,391 Pennsylvania Avnue at 19th Street,37.761621,-122.393173,,Twentieth Century Fox Corporation,Twentieth Century Fox Corporation,Carl Franklin,Yuri Zeltser,Ashley Judd,Morgan Freeman,
The Core,2003,Golden Gate Bridge,37.8198772,-122.4789386,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",David Foster Productions,Paramount Pictures,John Amiel,Cooper Lane,Aaron Eckhart,Hilary Swank,
Hulk,2003,Golden Gate Bridge,37.8198772,-122.4789386,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Universal Pictures,Universal Pictures,Ang Lee,Stan Lee,Eric Bana,Jennifer Connelly,
Dopamine,2003,"Fort Point (Presidio, Golden Gate National Recreation Area)",37.8105374,-122.4770634,"Built in 1853, Fort Point is the only West Coast fort built by the Union Army. Though the Confederate army planned to attack San Francisco, the commanding Confererate general learned that the war had ended while en route to SF.",Kontent Films,Sundance Channel Home Entertainment,Mark Decena,Mark Decena & Timothy Breitbach,John Livingston,Sabrina Lloyd,
Swing,2003,Broadway Studios (435 Broadway at Montgomery Street),37.7999976,-122.4592512,,unlisted,Crazy Dreams Entertainment,Martin Guigui,Mary Keil,Constance Brenneman,,
Under the Tuscan Sun,2003,Mecca Restaurant (2029 Market Street),37.7683754,-122.4275841,,Touchstone Pictures,Buena Vista Pictures,Audrey Wells,Audrey Wells,Diane Lane,Sandra Oh,
Swing,2003,Regency Building (1290 Sutter Street),37.7879318,-122.4216895,,unlisted,Crazy Dreams Entertainment,Martin Guigui,Mary Keil,Constance Brenneman,,
Dopamine,2003,"South Park (Between 2nd and 3rd Streets, Brannan and Bryant Streets)",37.7732305,-122.4060966,,Kontent Films,Sundance Channel Home Entertainment,Mark Decena,Mark Decena & Timothy Breitbach,John Livingston,Sabrina Lloyd,
Hulk,2003,Telegraph Hill,37.8013407,-122.4056674,"Largely untouched by the 1906 earthquake, Telegraph Hill has the most pre-1870 buildings in the city.",Universal Pictures,Universal Pictures,Ang Lee,Stan Lee,Eric Bana,Jennifer Connelly,
Hulk,2003,Vallejo Street at Sansome,37.7993922,-122.4024386,,Universal Pictures,Universal Pictures,Ang Lee,Stan Lee,Eric Bana,Jennifer Connelly,
Hulk,2003,Treasure Island,37.8235515,-122.370648,"An artificial island, Treasure Island was created for the 1939 Golden Gate International Exposition, and is named after the novel by Robert Louis Stevenson, a one-time San Francisco resident.",Universal Pictures,Universal Pictures,Ang Lee,Stan Lee,Eric Bana,Jennifer Connelly,
What the Bleep Do We Know,2004,Golden Gate National Recreation Area,37.8345044,-122.5047922,The size of the Recreation Area is over two and a half greater than that of the city and county of San Francisco.,Captured Light,Samuel Goldwyn Films,William Arntz,William Arntz & Betsy Chasse,Marlee Matlin,,
Twisted,2004,Veterans' War Memorial Building (401 Van Ness Avenue),37.7785837,-122.4207164,,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,Ellyn Burstyn
Red Diaper Baby,2004,"Magic Theater (Fort Mason, Golden Gate National Recreation Area)",37.7749295,-122.4194155,"Constructed in 1864 as a coastal defense site, Fort Mason went on to serve as an army post for more than 100 years.",Hello Hooker Productions,Sundance Channel,Doug Pray,Josh Kornbluth,Josh Kornbluth,,
Twisted,2004,La Bodega (1332 Grant Avenue at Vallejo),37.7749295,-122.4194155,,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,
50 First Dates,2004,Rainforest Café (145 Jefferson Street),37.8082369,-122.4157395,,Columbia Pictures Corporation,Columbia Pictures,Peter Segal,George Wing,Adam Sandler,Drew Barrymore,Rob Schneider
The Assassination of Richard Nixon,2004,766 Sutter Street,37.788937,-122.413123,,Anhelo Productions,THINKFilm,Niels Mueller,Niels Mueller & Kevin Kennedy,Sean Penn,Naomi Watts,
Twisted,2004,Pier 39,37.808673,-122.409821,,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,
Twisted,2004,Mojito (1337-1339 Grant Avenue),37.7992973,-122.4074216,,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,
Twisted,2004,The Saloon (1232 Grant Avenue),37.7985867,-122.4070229,,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,
Twisted,2004,Vesuvio Café (255 Columbus Avenue),37.7974835,-122.4065082,Jack Kerouac was a regular at the café.,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,Ellyn Burstyn
The Assassination of Richard Nixon,2004,"Tosca Café (242 Columbus Avenue, North Beach)",37.7976266,-122.4058736,,Anhelo Productions,THINKFilm,Niels Mueller,Niels Mueller & Kevin Kennedy,Sean Penn,Naomi Watts,
Twisted,2004,"McCovey Point, China Basin Park (24 Willy Mays Plaza)",37.7781551,-122.3912407,,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,
Twisted,2004,"Red's Java House (Pier 30-32, The Embarcadero)",37.7873615,-122.387371,,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,
Twisted,2004,Piers 30-32,37.7873615,-122.387371,,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,
Twisted,2004,Pier 24,37.7892222,-122.3866067,,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,
Rent,2005,Treasure Island,37.8235515,-122.370648,"An artificial island, Treasure Island was created for the 1939 Golden Gate International Exposition, and is named after the novel by Robert Louis Stevenson, a one-time San Francisco resident.",Rent Productions LLC,Columbia Pictures,Chris Columbus,Stephen Chbosky,Anthony Rapp,Rosario Dawson,
The Bridge,2006,Golden Gate Bridge,37.8198772,-122.4789386,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Easy There Tiger Productions,IFC Films,Eric Steel,N/A,John Snowden,,
The Pursuit of Happyness,2006,Golden Gate Park Children's Playground,37.7683778,-122.4571623,Golden Gate Park is similar in shape but 20% larger than New York's Central Park.,Columbia Pictures Corporation,Columbia Pictures,Steven Conrad,Gabriele Muccino,Will Smith,Jayden C. Smith,
The Pursuit of Happyness,2006,Glen Park Subway Station,37.7749295,-122.4194155,,Columbia Pictures Corporation,Columbia Pictures,Steven Conrad,Gabriele Muccino,Will Smith,Jayden C. Smith,
The Pursuit of Happyness,2006,Glide Memorial Church (434 Ellis St),37.7852629,-122.411461,,Columbia Pictures Corporation,Columbia Pictures,Steven Conrad,Gabriele Muccino,Will Smith,Jayden C. Smith,
The Pursuit of Happyness,2006,Candlestick Park (602 Jamestown Ave.),37.7135683,-122.3857794,"Then Vice President Richard Nixon threw out the first pitch when Candlestick openend in 1960. On August 29, 1966, The Beatles played their last concert for paying fans at Candlestick Park.",Columbia Pictures Corporation,Columbia Pictures,Steven Conrad,Gabriele Muccino,Will Smith,Jayden C. Smith,
Zodiac,2007,SF Chronicle Building (901 Mission St),37.7893595,-122.3990371,,Paramount Pictures,Paramount Pictures,David Fincher,James Vanderbilt,Jake Gyllenhall,Mark Ruffalo,
Milk,2008,El Camino Del Mar,37.7857816,-122.4962215,,Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,
Milk,2008,Golden Gate Bridge,37.8198772,-122.4789386,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,
Milk,2008,Lower Haight Street,37.7712749,-122.4371285,,Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,
Milk,2008,Market & Castro Street,37.7626568,-122.435146,"From 1910-1920 the Castro was called ""Little Scandinavia"" because of its high concentration of residents of Scandinavian ancestry.",Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,
Milk,2008,Duboce Park,37.7694223,-122.433453,,Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,Tom Arnold
Milk,2008,29th and Delores Street,37.7438311,-122.4244862,,Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,Tom Arnold
Milk,2008,Marine Fireman's Union Headquarters,37.7749295,-122.4194155,,Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,
Milk,2008,City Hall,37.7793176,-122.4191405,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,Tom Arnold
Milk,2008,Grace Cathedral Episcopal Church (1100 California Street),37.7920733,-122.4134177,Grace Cathedral Episcopal Church is the West Coast's largest Episcopalian cathedral.,Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,
Milk,2008,Chinatown,37.7941378,-122.4077914,"First established in the mid-19th Century, SF's Chinatown is the oldest and largest Chinatown in the US.",Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,Tom Arnold
Milk,2008,424 Sansome Street,37.7942247,-122.4013805,,Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,Tom Arnold
Milk,2008,Treasure Island,37.8235515,-122.370648,"An artificial island, Treasure Island was created for the 1939 Golden Gate International Exposition, and is named after the novel by Robert Louis Stevenson, a one-time San Francisco resident.",Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,
Hereafter,2009,The Final Final (2990 Baker Street),37.7985342,-122.4456984,,GT Films,Warner Bros. Pictures,Clint Eastwood,Peter Morgan,Matt Damon,Cecile De France,
Hereafter,2009,1160 Taylor Street,37.7932609,-122.4127803,,GT Films,Warner Bros. Pictures,Clint Eastwood,Peter Morgan,Matt Damon,Cecile De France,
Hereafter,2009,Hobart Building (582 Market Street),37.7885658,-122.411415,,GT Films,Warner Bros. Pictures,Clint Eastwood,Peter Morgan,Matt Damon,Cecile De France,
God is a Communist?* (show me heart universe),2010,Sacramento & Washington Streets,37.7952986,-122.4698238,,Trismegistus,,Jon Poznanter,Jon Poznanter,John Wynn,,
Broken-A Modern Love Story,2010,Ina Coolbrith Park (1700 Taylor Street),37.7749295,-122.4194155,,RKW Films,,Ryan K. Whiting,Ryan K. Whiting,,,
On the Road,2010,Filbert & Leavenworth Streets,37.8003487,-122.4176339,,SPAD Films,IFC Films & Sundance Selects,Walter Salles,Jack Kerouac & Jose Rivera,Garrett Hedlund,Viggo Mortenson,
On the Road,2010,Sacramento & Montgomery Streets,37.7937916,-122.402996,,SPAD Films,IFC Films & Sundance Selects,Walter Salles,Jack Kerouac & Jose Rivera,Garrett Hedlund,Viggo Mortenson,
Broken-A Modern Love Story,2010,0-100 block Halleck Street,37.7937113,-122.4000974,,RKW Films,,Ryan K. Whiting,Ryan K. Whiting,,,
On the Road,2010,2017 23rd Street,37.754504,-122.400041,,SPAD Films,IFC Films & Sundance Selects,Walter Salles,Jack Kerouac & Jose Rivera,Garrett Hedlund,Viggo Mortenson,
On the Road,2010,Bay Bridge,37.8193346,-122.3450661,,SPAD Films,IFC Films & Sundance Selects,Walter Salles,Jack Kerouac & Jose Rivera,Garrett Hedlund,Viggo Mortenson,
180,2011,Randall Musuem,37.7643243,-122.4384077,,SPI Cinemas,,Jayendra,"Umarji Anuradha, Jayendra, Aarthi Sriram, & Suba ",Siddarth,Nithya Menon,Priya Anand
My Reality,2011,Chouguet's (2500 Washington Street),37.7917872,-122.4345688,,Dare TV,,Marcia Kimpton,Marica Kimpton,Marcia Kimpton,,Michael Keaton
Love & Taxes,2011,198 Gough Street,37.7750315,-122.422605,,Bad Company Films,,Jacob Kornbluth,Jacob Kornbluth,Jacob Kornbluth,,Josh Brolin
My Reality,2011,3122 16th Street,37.7650275,-122.422579,,Dare TV,,Marcia Kimpton,Marcia Kimpton,Marcia Kimpton,,Michael Keaton
Love & Taxes,2011,20 Hill Street,37.7562297,-122.422077,,Bad Company Films,,Jacob Kornbluth,Jacob Kornbluth,Jacob Kornbluth,,Josh Brolin
Love & Taxes,2011,The Marsh Theatre (1062 Valencia Street),37.755817,-122.421189,,Bad Company Films,,Jacob Kornbluth,Jacob Kornbluth,Jacob Kornbluth,,Josh Brolin
Hemingway & Gelhorn,2011,Muni Metro East (501 Cesar Chavez),37.7749295,-122.4194155,,"Attaboy Films, For Whom Productions, Home Box Office (HBO)",Home Box Office (HBO),Philip Kaufman,Jerry Stahl & Barbara Turner,Nicole Kidman,Clive Owen,Tom Cruise
180,2011,City Hall,37.7793176,-122.4191405,,SPI Cinemas,,Jayendra,"Umarji Anuradha, Jayendra, Aarthi Sriram, & Suba ",Siddarth,Nithya Menon,Priya Anand
180,2011,Polk & Larkin Streets,37.7908132,-122.4190677,,SPI Cinemas,,Jayendra,"Umarji Anuradha, Jayendra, Aarthi Sriram, & Suba ",Siddarth,Nithya Menon,Priya Anand
My Reality,2011,O'Farrell & Jones Streets,37.7858192,-122.4129961,,Dare TV,,Marcia Kimpton,Marcia Kimpton,Marcia Kimpton,,Kim Novak
180,2011,Mason & California Streets (Nob Hill),37.7915555,-122.4107655,,SPI Cinemas,,Jayendra,"Umarji Anuradha, Jayendra, Aarthi Sriram, & Suba ",Siddarth,Nithya Menon,Priya Anand
My Reality,2011,Grant Avenue & Union Street,37.800664,-122.4076098,,Dare TV,,Marcia Kimpton,Marcia Kimpton,Marcia Kimpton,,Kim Novak
My Reality,2011,Triton Hotel (342 Grant Street),37.7903535,-122.4054508,,Dare TV,,Marcia Kimpton,Marcia Kimpton,Marcia Kimpton,,Kim Novak
I's,2011,1 Post Street,37.7888522,-122.4026961,,Banshee Cinema,,Chris Edgette,Kyle Tuck,,,
180,2011,555 Market St.,37.78989,-122.39993,,SPI Cinemas,,Jayendra,"Umarji Anuradha, Jayendra, Aarthi Sriram, & Suba ",Siddarth,Nithya Menon,Priya Anand
180,2011,200 block Market Street,37.7931329,-122.3965602,,SPI Cinemas,,Jayendra,"Umarji Anuradha, Jayendra, Aarthi Sriram, & Suba ",Siddarth,Nithya Menon,Priya Anand
180,2011,Epic Roasthouse (399 Embarcadero),37.7976769,-122.3943387,,SPI Cinemas,,Jayendra,"Umarji Anuradha, Jayendra, Aarthi Sriram, & Suba ",Siddarth,Nithya Menon,Priya Anand
My Reality,2011,500 Club (500 Guerrero),22.2370498,-97.8471116,,Dare TV,,Marcia Kimpton,Marcia Kimpton,Marcia Kimpton,,Michael Keaton
CSI: NY- episode 903,2012,Palace of Fine Arts,37.801456,-122.448053,,CBS Television Studios,Columbia Broadcasting System,Vikki Williams,Anthony E. Zuiker,Gary Sinise,Sela Ward,Carmine Giovinazzo
Knife Fight,2012,Green & Laguna Streets,37.7967852,-122.4303409,,Divisadero Pictures & Knife Fight,Eagle Films,Bill Guttentag,Bill Guttentag & Chris Lehane,Jennifer Morrison,Eric McCormack,Josh Brolin
Alcatraz,2012,Leavenworth from Filbert & Francisco St,37.8030019,-122.4265852,,Bonanza Productions Inc.,Warner Bros. Television,J.J. Abrams,Steven Lilien,Sarah Jones,Elizabeth Sarnoff,Bryan Wynbrandt
Alcatraz,2012,Broadway from Mason to Taylor,37.7749295,-122.4194155,,Bonanza Productions Inc.,Warner Bros. Television,J.J. Abrams,Steven Lilien,Sarah Jones,Elizabeth Sarnoff,Bryan Wynbrandt
Alcatraz,2012,Taylor St. from Broadway to Filbert,37.7749295,-122.4194155,,Bonanza Productions Inc.,Warner Bros. Television,J.J. Abrams,Steven Lilien,Sarah Jones,Elizabeth Sarnoff,Bryan Wynbrandt
Alcatraz,2012,Chestnut St. from Larkin to Columbus,37.7749295,-122.4194155,,Bonanza Productions Inc.,Warner Bros. Television,J.J. Abrams,Steven Lilien,Sarah Jones,Elizabeth Sarnoff,Bryan Wynbrandt
Alcatraz,2012,Francisco St from Larkin to Polk,37.7749295,-122.4194155,,Bonanza Productions Inc.,Warner Bros. Television,J.J. Abrams,Steven Lilien,Sarah Jones,Elizabeth Sarnoff,Bryan Wynbrandt
Alcatraz,2012,Filbert St. from Jones to Mason,37.7749295,-122.4194155,,Bonanza Productions Inc.,Warner Bros. Television,J.J. Abrams,Steven Lilien,Sarah Jones,Elizabeth Sarnoff,Bryan Wynbrandt
Knife Fight,2012,City Hall,37.7793176,-122.4191405,,Divisadero Pictures & Knife Fight,Eagle Films,Bill Guttentag,Bill Guttentag & Chris Lehane,Jennifer Morrison,Eric McCormack,Josh Brolin
Knife Fight,2012,California & Hyde Streets,37.7910195,-122.417418,,Divisadero Pictures & Knife Fight,Eagle Films,Bill Guttentag,Bill Guttentag & Chris Lehane,Jennifer Morrison,Eric McCormack,Josh Brolin
Big Sur,2012,"Tosca Café (242 Columbus Avenue, North Beach)",37.7976266,-122.4058736,,3311 Productions,,Micael Polish,Jack Kerouac & Michael Polish,Josh Lucas,Kate Bosworth,Stana Katic
The Master,2012,Pier 7/ Embarcadero,37.8001077,-122.3943664,,H.H. Project,Weinstein Company,Paul Thomas Anderson,Paul Thomas Anderson,Philip Seymour Hoffman,Joaquin Phoenix,William Holden
Blue Jasmine,2013,2179 48th Ave,37.745553,-122.507258,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
Red Widow,2013,Geary & 27th Ave,37.780062,-122.4868722,,Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,Radha Mitchell,Sterling Beaumon,Clifton Collins Jr.
Red Widow,2013,Geary & 20th Ave,37.7802754,-122.4793726,,Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,Radha Mitchell,Sterling Beaumon,Clifton Collins Jr.
Blue Jasmine,2013,5546 Geary Ave,37.780586,-122.4791515,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
Blue Jasmine,2013,330 Santa Clara Ave.,37.734209,-122.466499,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
Blue Jasmine,2013,790 Ulloa,37.7406777,-122.4648912,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
Blue Jasmine,2013,2898 Broadway,37.793335,-122.44471,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
Blue Jasmine,2013,Pacific & Divisadero,37.7925208,-122.4413036,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
Blue Jasmine,2013,Marina Green,37.8066235,-122.4391137,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
Blue Jasmine,2013,3563 20th St.,37.7585367,-122.4204073,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
Blue Jasmine,2013,Lombard & Hyde,37.8020032,-122.4196662,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
Blue Jasmine,2013,Aub Zam Zam Bar,37.7749295,-122.4194155,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
Blue Jasmine,2013,SFO International Airport Terminal 3,37.7749295,-122.4194155,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
Blue Jasmine,2013,The Ramp Restaurant,37.7749295,-122.4194155,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
Blue Jasmine,2013,Marina Blvd from Leguna to Baker,37.7749295,-122.4194155,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
Blue Jasmine,2013,Heald College,37.7749295,-122.4194155,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
Blue Jasmine,2013,Ocean Beach at Lincoln,37.7749295,-122.4194155,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
Blue Jasmine,2013,Motel Capri,37.7749295,-122.4194155,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
The Internship,2013,Grant Ave from Sacramento to Clay,37.7749295,-122.4194155,,Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corporation,Shawn Levy,Vince Vaughn,Vince Vaughn,Owen Wilson,Rose Byrne
Blue Jasmine,2013,Real Guitars,37.7749295,-122.4194155,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
Blue Jasmine,2013,Trolly Car from Market and 11th,37.7749295,-122.4194155,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
Blue Jasmine,2013,2915 16th St.,37.7651515,-122.4179897,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
Blue Jasmine,2013,303-305 S. Van Ness,37.7682683,-122.4176369,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
Blue Jasmine,2013,Jones & Pacific,37.795885,-122.4150486,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
Blue Jasmine,2013,Taylor & Green St.,37.7989188,-122.4139568,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
Red Widow,2013,Broadway & Taylor,37.7970529,-122.4135641,,Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,Radha Mitchell,Sterling Beaumon,Clifton Collins Jr.
Red Widow,2013,Golden Gate Ave & Jones,37.7820851,-122.4122427,,Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,Radha Mitchell,Sterling Beaumon,Clifton Collins Jr.
Blue Jasmine,2013,1138 Alabama St,37.7536368,-122.4110882,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
Red Widow,2013,Mason & Sacramento St,37.7927865,-122.4110305,,Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,Radha Mitchell,Sterling Beaumon,Clifton Collins Jr.
Blue Jasmine,2013,2934 24th St.,37.7529387,-122.4107722,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
The Internship,2013,Players Arcade at Pier 39,37.808673,-122.409821,,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Shawn Levy,Vince Vaughn,Vince Vaughn,Owen Wilson,Rose Byrne
Red Widow,2013,Vallejo Street Garage,37.7982292,-122.4096139,,Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,Radha Mitchell,Sterling Beaumon,Clifton Collins Jr.
Red Widow,2013,York & 24th St.,37.7528654,-122.4082022,,Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,Radha Mitchell,Sterling Beaumon,Clifton Collins Jr.
Blue Jasmine,2013,Grant & Washington St.,37.7951646,-122.4065048,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
Red Widow,2013,Pioneer Park at Coit Tower,37.8023302,-122.4058209,,Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,Radha Mitchell,Sterling Beaumon,Clifton Collins Jr.
Blue Jasmine,2013,200 Post St.,37.78874,-122.4053011,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
